Schm Desc,Rate,Sanct Lim,Balance,Status
4,0,220000,0,2
4,9,1200000,622469.22,1
4,0,500000,0,2
4,0,250000,0,2
4,0,300000,0,2
4,0,1000000,0,2
4,9,259000,154090.4,1
4,0,250000,0,2
4,9,300000,246912.27,1
4,9,400000,220586.22,1
4,9,150000,34448.11,1
4,9,530000,-3278.77,1
4,0,200000,0,2
4,9,450000,271775.17,1
4,9,600000,51027.51,1
4,0,1000000,0,2
4,21,300000,72209.67,3
4,0,500000,0,2
4,0,300000,0,2
4,0,250000,0,2
4,9,300000,225003.66,1
4,0,480000,0,2
4,0,300000,0,2
4,9,250000,230830.72,1
4,9,310000,232893.53,1
